"id","company_name","contact_f_name","address","city","state","postalcode","country","email","payment_methods","email.1","url","note"
4655,"O","O","O","B","K","A","A","O",3,"O","O","A"
4656,"P","P","P","C","L","A","A","P",4,"P","P","A"
4657,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
4658,"R","R","R","B","B","A","A","R",2,"R","R","A"
4659,"S","S","S","C","C","A","A","S",3,"S","S","A"
4660,"T","T","T","A","D","A","A","T",4,"T","T","A"
4661,"A","A","A","B","E","A","A","A",1,"A","A","A"
4662,"B","B","B","C","F","A","A","B",2,"B","B","A"
4663,"C","C","C","A","G","A","A","C",3,"C","C","A"
4664,"D","D","D","B","H","A","A","D",4,"D","D","A"
4665,"E","E","E","C","I","A","A","E",1,"E","E","A"
4666,"F","F","F","A","J","A","A","F",2,"F","F","A"
4667,"G","G","G","B","K","A","A","G",3,"G","G","A"
4668,"H","H","H","C","L","A","A","H",4,"H","H","A"
4669,"I","I","I","A","A","A","A","I",1,"I","I","A"
4670,"J","J","J","B","B","A","A","J",2,"J","J","A"
4671,"K","K","K","C","C","A","A","K",3,"K","K","A"
4672,"L","L","L","A","D","A","A","L",4,"L","L","A"
4673,"M","M","M","B","E","A","A","M",1,"M","M","A"
4674,"N","N","N","C","F","A","A","N",2,"N","N","A"
4675,"O","O","O","A","G","A","A","O",3,"O","O","A"
4676,"P","P","P","B","H","A","A","P",4,"P","P","A"
4677,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
4678,"R","R","R","A","J","A","A","R",2,"R","R","A"
4679,"S","S","S","B","K","A","A","S",3,"S","S","A"
4680,"T","T","T","C","L","A","A","T",4,"T","T","A"
4681,"A","A","A","A","A","A","A","A",1,"A","A","A"
4682,"B","B","B","B","B","A","A","B",2,"B","B","A"
4683,"C","C","C","C","C","A","A","C",3,"C","C","A"
4684,"D","D","D","A","D","A","A","D",4,"D","D","A"
4685,"E","E","E","B","E","A","A","E",1,"E","E","A"
4686,"F","F","F","C","F","A","A","F",2,"F","F","A"
4687,"G","G","G","A","G","A","A","G",3,"G","G","A"
4688,"H","H","H","B","H","A","A","H",4,"H","H","A"
4689,"I","I","I","C","I","A","A","I",1,"I","I","A"
4690,"J","J","J","A","J","A","A","J",2,"J","J","A"
4691,"K","K","K","B","K","A","A","K",3,"K","K","A"
4692,"L","L","L","C","L","A","A","L",4,"L","L","A"
4693,"M","M","M","A","A","A","A","M",1,"M","M","A"
4694,"N","N","N","B","B","A","A","N",2,"N","N","A"
4695,"O","O","O","C","C","A","A","O",3,"O","O","A"
4696,"P","P","P","A","D","A","A","P",4,"P","P","A"
4697,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
4698,"R","R","R","C","F","A","A","R",2,"R","R","A"
4699,"S","S","S","A","G","A","A","S",3,"S","S","A"
4700,"T","T","T","B","H","A","A","T",4,"T","T","A"
4701,"A","A","A","C","I","A","A","A",1,"A","A","A"
4702,"B","B","B","A","J","A","A","B",2,"B","B","A"
4703,"C","C","C","B","K","A","A","C",3,"C","C","A"
4704,"D","D","D","C","L","A","A","D",4,"D","D","A"
4705,"E","E","E","A","A","A","A","E",1,"E","E","A"
4706,"F","F","F","B","B","A","A","F",2,"F","F","A"
4707,"G","G","G","C","C","A","A","G",3,"G","G","A"
4708,"H","H","H","A","D","A","A","H",4,"H","H","A"
4709,"I","I","I","B","E","A","A","I",1,"I","I","A"
4710,"J","J","J","C","F","A","A","J",2,"J","J","A"
4711,"K","K","K","A","G","A","A","K",3,"K","K","A"
4712,"L","L","L","B","H","A","A","L",4,"L","L","A"
4713,"M","M","M","C","I","A","A","M",1,"M","M","A"
4714,"N","N","N","A","J","A","A","N",2,"N","N","A"
4715,"O","O","O","B","K","A","A","O",3,"O","O","A"
4716,"P","P","P","C","L","A","A","P",4,"P","P","A"
4717,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
4718,"R","R","R","B","B","A","A","R",2,"R","R","A"
4719,"S","S","S","C","C","A","A","S",3,"S","S","A"
4720,"T","T","T","A","D","A","A","T",4,"T","T","A"
4721,"A","A","A","B","E","A","A","A",1,"A","A","A"
4722,"B","B","B","C","F","A","A","B",2,"B","B","A"
4723,"C","C","C","A","G","A","A","C",3,"C","C","A"
4724,"D","D","D","B","H","A","A","D",4,"D","D","A"
4725,"E","E","E","C","I","A","A","E",1,"E","E","A"
4726,"F","F","F","A","J","A","A","F",2,"F","F","A"
4727,"G","G","G","B","K","A","A","G",3,"G","G","A"
4728,"H","H","H","C","L","A","A","H",4,"H","H","A"
4729,"I","I","I","A","A","A","A","I",1,"I","I","A"
4730,"J","J","J","B","B","A","A","J",2,"J","J","A"
4731,"K","K","K","C","C","A","A","K",3,"K","K","A"
4732,"L","L","L","A","D","A","A","L",4,"L","L","A"
4733,"M","M","M","B","E","A","A","M",1,"M","M","A"
4734,"N","N","N","C","F","A","A","N",2,"N","N","A"
4735,"O","O","O","A","G","A","A","O",3,"O","O","A"
4736,"P","P","P","B","H","A","A","P",4,"P","P","A"
4737,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
4738,"R","R","R","A","J","A","A","R",2,"R","R","A"
4739,"S","S","S","B","K","A","A","S",3,"S","S","A"
4740,"T","T","T","C","L","A","A","T",4,"T","T","A"
4741,"A","A","A","A","A","A","A","A",1,"A","A","A"
4742,"B","B","B","B","B","A","A","B",2,"B","B","A"
4743,"C","C","C","C","C","A","A","C",3,"C","C","A"
4744,"D","D","D","A","D","A","A","D",4,"D","D","A"
4745,"E","E","E","B","E","A","A","E",1,"E","E","A"
4746,"F","F","F","C","F","A","A","F",2,"F","F","A"
4747,"G","G","G","A","G","A","A","G",3,"G","G","A"
4748,"H","H","H","B","H","A","A","H",4,"H","H","A"
4749,"I","I","I","C","I","A","A","I",1,"I","I","A"
4750,"J","J","J","A","J","A","A","J",2,"J","J","A"
4751,"K","K","K","B","K","A","A","K",3,"K","K","A"
4752,"L","L","L","C","L","A","A","L",4,"L","L","A"
4753,"M","M","M","A","A","A","A","M",1,"M","M","A"
4754,"N","N","N","B","B","A","A","N",2,"N","N","A"
4755,"O","O","O","C","C","A","A","O",3,"O","O","A"
4756,"P","P","P","A","D","A","A","P",4,"P","P","A"
4757,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
4758,"R","R","R","C","F","A","A","R",2,"R","R","A"
4759,"S","S","S","A","G","A","A","S",3,"S","S","A"
4760,"T","T","T","B","H","A","A","T",4,"T","T","A"
4761,"A","A","A","C","I","A","A","A",1,"A","A","A"
4762,"B","B","B","A","J","A","A","B",2,"B","B","A"
4763,"C","C","C","B","K","A","A","C",3,"C","C","A"
4764,"D","D","D","C","L","A","A","D",4,"D","D","A"
4765,"E","E","E","A","A","A","A","E",1,"E","E","A"
4766,"F","F","F","B","B","A","A","F",2,"F","F","A"
4767,"G","G","G","C","C","A","A","G",3,"G","G","A"
4768,"H","H","H","A","D","A","A","H",4,"H","H","A"
4769,"I","I","I","B","E","A","A","I",1,"I","I","A"
4770,"J","J","J","C","F","A","A","J",2,"J","J","A"
4771,"K","K","K","A","G","A","A","K",3,"K","K","A"
4772,"L","L","L","B","H","A","A","L",4,"L","L","A"
4773,"M","M","M","C","I","A","A","M",1,"M","M","A"
4774,"N","N","N","A","J","A","A","N",2,"N","N","A"
4775,"O","O","O","B","K","A","A","O",3,"O","O","A"
4776,"P","P","P","C","L","A","A","P",4,"P","P","A"
4777,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
4778,"R","R","R","B","B","A","A","R",2,"R","R","A"
4779,"S","S","S","C","C","A","A","S",3,"S","S","A"
4780,"T","T","T","A","D","A","A","T",4,"T","T","A"
4781,"A","A","A","B","E","A","A","A",1,"A","A","A"
4782,"B","B","B","C","F","A","A","B",2,"B","B","A"
4783,"C","C","C","A","G","A","A","C",3,"C","C","A"
4784,"D","D","D","B","H","A","A","D",4,"D","D","A"
4785,"E","E","E","C","I","A","A","E",1,"E","E","A"
4786,"F","F","F","A","J","A","A","F",2,"F","F","A"
4787,"G","G","G","B","K","A","A","G",3,"G","G","A"
4788,"H","H","H","C","L","A","A","H",4,"H","H","A"
4789,"I","I","I","A","A","A","A","I",1,"I","I","A"
4790,"J","J","J","B","B","A","A","J",2,"J","J","A"
4791,"K","K","K","C","C","A","A","K",3,"K","K","A"
4792,"L","L","L","A","D","A","A","L",4,"L","L","A"
4793,"M","M","M","B","E","A","A","M",1,"M","M","A"
4794,"N","N","N","C","F","A","A","N",2,"N","N","A"
4795,"O","O","O","A","G","A","A","O",3,"O","O","A"
4796,"P","P","P","B","H","A","A","P",4,"P","P","A"
4797,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
4798,"R","R","R","A","J","A","A","R",2,"R","R","A"
4799,"S","S","S","B","K","A","A","S",3,"S","S","A"
4800,"T","T","T","C","L","A","A","T",4,"T","T","A"
4801,"A","A","A","A","A","A","A","A",1,"A","A","A"
4802,"B","B","B","B","B","A","A","B",2,"B","B","A"
4803,"C","C","C","C","C","A","A","C",3,"C","C","A"
4804,"D","D","D","A","D","A","A","D",4,"D","D","A"
4805,"E","E","E","B","E","A","A","E",1,"E","E","A"
4806,"F","F","F","C","F","A","A","F",2,"F","F","A"
4807,"G","G","G","A","G","A","A","G",3,"G","G","A"
4808,"H","H","H","B","H","A","A","H",4,"H","H","A"
4809,"I","I","I","C","I","A","A","I",1,"I","I","A"
4810,"J","J","J","A","J","A","A","J",2,"J","J","A"
4811,"K","K","K","B","K","A","A","K",3,"K","K","A"
4812,"L","L","L","C","L","A","A","L",4,"L","L","A"
4813,"M","M","M","A","A","A","A","M",1,"M","M","A"
4814,"N","N","N","B","B","A","A","N",2,"N","N","A"
4815,"O","O","O","C","C","A","A","O",3,"O","O","A"
4816,"P","P","P","A","D","A","A","P",4,"P","P","A"
4817,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
4818,"R","R","R","C","F","A","A","R",2,"R","R","A"
4819,"S","S","S","A","G","A","A","S",3,"S","S","A"
4820,"T","T","T","B","H","A","A","T",4,"T","T","A"
4821,"A","A","A","C","I","A","A","A",1,"A","A","A"
4822,"B","B","B","A","J","A","A","B",2,"B","B","A"
4823,"C","C","C","B","K","A","A","C",3,"C","C","A"
4824,"D","D","D","C","L","A","A","D",4,"D","D","A"
4825,"E","E","E","A","A","A","A","E",1,"E","E","A"
4826,"F","F","F","B","B","A","A","F",2,"F","F","A"
4827,"G","G","G","C","C","A","A","G",3,"G","G","A"
4828,"H","H","H","A","D","A","A","H",4,"H","H","A"
4829,"I","I","I","B","E","A","A","I",1,"I","I","A"
4830,"J","J","J","C","F","A","A","J",2,"J","J","A"
4831,"K","K","K","A","G","A","A","K",3,"K","K","A"
4832,"L","L","L","B","H","A","A","L",4,"L","L","A"
4833,"M","M","M","C","I","A","A","M",1,"M","M","A"
4834,"N","N","N","A","J","A","A","N",2,"N","N","A"
4835,"O","O","O","B","K","A","A","O",3,"O","O","A"
4836,"P","P","P","C","L","A","A","P",4,"P","P","A"
4837,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
4838,"R","R","R","B","B","A","A","R",2,"R","R","A"
4839,"S","S","S","C","C","A","A","S",3,"S","S","A"
4840,"T","T","T","A","D","A","A","T",4,"T","T","A"
4841,"A","A","A","B","E","A","A","A",1,"A","A","A"
4842,"B","B","B","C","F","A","A","B",2,"B","B","A"
4843,"C","C","C","A","G","A","A","C",3,"C","C","A"
4844,"D","D","D","B","H","A","A","D",4,"D","D","A"
4845,"E","E","E","C","I","A","A","E",1,"E","E","A"
4846,"F","F","F","A","J","A","A","F",2,"F","F","A"
4847,"G","G","G","B","K","A","A","G",3,"G","G","A"
4848,"H","H","H","C","L","A","A","H",4,"H","H","A"
4849,"I","I","I","A","A","A","A","I",1,"I","I","A"
4850,"J","J","J","B","B","A","A","J",2,"J","J","A"
4851,"K","K","K","C","C","A","A","K",3,"K","K","A"
4852,"L","L","L","A","D","A","A","L",4,"L","L","A"
4853,"M","M","M","B","E","A","A","M",1,"M","M","A"
4854,"N","N","N","C","F","A","A","N",2,"N","N","A"
4855,"O","O","O","A","G","A","A","O",3,"O","O","A"
4856,"P","P","P","B","H","A","A","P",4,"P","P","A"
4857,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
4858,"R","R","R","A","J","A","A","R",2,"R","R","A"
4859,"S","S","S","B","K","A","A","S",3,"S","S","A"
4860,"T","T","T","C","L","A","A","T",4,"T","T","A"
4861,"A","A","A","A","A","A","A","A",1,"A","A","A"
4862,"B","B","B","B","B","A","A","B",2,"B","B","A"
4863,"C","C","C","C","C","A","A","C",3,"C","C","A"
4864,"D","D","D","A","D","A","A","D",4,"D","D","A"
4865,"E","E","E","B","E","A","A","E",1,"E","E","A"
4866,"F","F","F","C","F","A","A","F",2,"F","F","A"
4867,"G","G","G","A","G","A","A","G",3,"G","G","A"
4868,"H","H","H","B","H","A","A","H",4,"H","H","A"
4869,"I","I","I","C","I","A","A","I",1,"I","I","A"
4870,"J","J","J","A","J","A","A","J",2,"J","J","A"
4871,"K","K","K","B","K","A","A","K",3,"K","K","A"
4872,"L","L","L","C","L","A","A","L",4,"L","L","A"
4873,"M","M","M","A","A","A","A","M",1,"M","M","A"
4874,"N","N","N","B","B","A","A","N",2,"N","N","A"
4875,"O","O","O","C","C","A","A","O",3,"O","O","A"
4876,"P","P","P","A","D","A","A","P",4,"P","P","A"
4877,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
4878,"R","R","R","C","F","A","A","R",2,"R","R","A"
4879,"S","S","S","A","G","A","A","S",3,"S","S","A"
4880,"T","T","T","B","H","A","A","T",4,"T","T","A"
4881,"A","A","A","C","I","A","A","A",1,"A","A","A"
4882,"B","B","B","A","J","A","A","B",2,"B","B","A"
4883,"C","C","C","B","K","A","A","C",3,"C","C","A"
4884,"D","D","D","C","L","A","A","D",4,"D","D","A"
4885,"E","E","E","A","A","A","A","E",1,"E","E","A"
4886,"F","F","F","B","B","A","A","F",2,"F","F","A"
4887,"G","G","G","C","C","A","A","G",3,"G","G","A"
4888,"H","H","H","A","D","A","A","H",4,"H","H","A"
4889,"I","I","I","B","E","A","A","I",1,"I","I","A"
4890,"J","J","J","C","F","A","A","J",2,"J","J","A"
4891,"K","K","K","A","G","A","A","K",3,"K","K","A"
4892,"L","L","L","B","H","A","A","L",4,"L","L","A"
4893,"M","M","M","C","I","A","A","M",1,"M","M","A"
4894,"N","N","N","A","J","A","A","N",2,"N","N","A"
4895,"O","O","O","B","K","A","A","O",3,"O","O","A"
4896,"P","P","P","C","L","A","A","P",4,"P","P","A"
4897,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
4898,"R","R","R","B","B","A","A","R",2,"R","R","A"
4899,"S","S","S","C","C","A","A","S",3,"S","S","A"
4900,"T","T","T","A","D","A","A","T",4,"T","T","A"
4901,"A","A","A","B","E","A","A","A",1,"A","A","A"
4902,"B","B","B","C","F","A","A","B",2,"B","B","A"
4903,"C","C","C","A","G","A","A","C",3,"C","C","A"
4904,"D","D","D","B","H","A","A","D",4,"D","D","A"
4905,"E","E","E","C","I","A","A","E",1,"E","E","A"
4906,"F","F","F","A","J","A","A","F",2,"F","F","A"
4907,"G","G","G","B","K","A","A","G",3,"G","G","A"
4908,"H","H","H","C","L","A","A","H",4,"H","H","A"
4909,"I","I","I","A","A","A","A","I",1,"I","I","A"
4910,"J","J","J","B","B","A","A","J",2,"J","J","A"
4911,"K","K","K","C","C","A","A","K",3,"K","K","A"
4912,"L","L","L","A","D","A","A","L",4,"L","L","A"
4913,"M","M","M","B","E","A","A","M",1,"M","M","A"
4914,"N","N","N","C","F","A","A","N",2,"N","N","A"
4915,"O","O","O","A","G","A","A","O",3,"O","O","A"
4916,"P","P","P","B","H","A","A","P",4,"P","P","A"
4917,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
4918,"R","R","R","A","J","A","A","R",2,"R","R","A"
4919,"S","S","S","B","K","A","A","S",3,"S","S","A"
4920,"T","T","T","C","L","A","A","T",4,"T","T","A"
4921,"A","A","A","A","A","A","A","A",1,"A","A","A"
4922,"B","B","B","B","B","A","A","B",2,"B","B","A"
4923,"C","C","C","C","C","A","A","C",3,"C","C","A"
4924,"D","D","D","A","D","A","A","D",4,"D","D","A"
4925,"E","E","E","B","E","A","A","E",1,"E","E","A"
4926,"F","F","F","C","F","A","A","F",2,"F","F","A"
4927,"G","G","G","A","G","A","A","G",3,"G","G","A"
4928,"H","H","H","B","H","A","A","H",4,"H","H","A"
4929,"I","I","I","C","I","A","A","I",1,"I","I","A"
4930,"J","J","J","A","J","A","A","J",2,"J","J","A"
4931,"K","K","K","B","K","A","A","K",3,"K","K","A"
4932,"L","L","L","C","L","A","A","L",4,"L","L","A"
4933,"M","M","M","A","A","A","A","M",1,"M","M","A"
4934,"N","N","N","B","B","A","A","N",2,"N","N","A"
4935,"O","O","O","C","C","A","A","O",3,"O","O","A"
4936,"P","P","P","A","D","A","A","P",4,"P","P","A"
4937,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
4938,"R","R","R","C","F","A","A","R",2,"R","R","A"
4939,"S","S","S","A","G","A","A","S",3,"S","S","A"
4940,"T","T","T","B","H","A","A","T",4,"T","T","A"
4941,"A","A","A","C","I","A","A","A",1,"A","A","A"
4942,"B","B","B","A","J","A","A","B",2,"B","B","A"
4943,"C","C","C","B","K","A","A","C",3,"C","C","A"
4944,"D","D","D","C","L","A","A","D",4,"D","D","A"
4945,"E","E","E","A","A","A","A","E",1,"E","E","A"
4946,"F","F","F","B","B","A","A","F",2,"F","F","A"
4947,"G","G","G","C","C","A","A","G",3,"G","G","A"
4948,"H","H","H","A","D","A","A","H",4,"H","H","A"
4949,"I","I","I","B","E","A","A","I",1,"I","I","A"
4950,"J","J","J","C","F","A","A","J",2,"J","J","A"
4951,"K","K","K","A","G","A","A","K",3,"K","K","A"
4952,"L","L","L","B","H","A","A","L",4,"L","L","A"
4953,"M","M","M","C","I","A","A","M",1,"M","M","A"
4954,"N","N","N","A","J","A","A","N",2,"N","N","A"
4955,"O","O","O","B","K","A","A","O",3,"O","O","A"
4956,"P","P","P","C","L","A","A","P",4,"P","P","A"
4957,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
4958,"R","R","R","B","B","A","A","R",2,"R","R","A"
4959,"S","S","S","C","C","A","A","S",3,"S","S","A"
4960,"T","T","T","A","D","A","A","T",4,"T","T","A"
4961,"A","A","A","B","E","A","A","A",1,"A","A","A"
4962,"B","B","B","C","F","A","A","B",2,"B","B","A"
4963,"C","C","C","A","G","A","A","C",3,"C","C","A"
4964,"D","D","D","B","H","A","A","D",4,"D","D","A"
4965,"E","E","E","C","I","A","A","E",1,"E","E","A"
4966,"F","F","F","A","J","A","A","F",2,"F","F","A"
4967,"G","G","G","B","K","A","A","G",3,"G","G","A"
4968,"H","H","H","C","L","A","A","H",4,"H","H","A"
4969,"I","I","I","A","A","A","A","I",1,"I","I","A"
4970,"J","J","J","B","B","A","A","J",2,"J","J","A"
4971,"K","K","K","C","C","A","A","K",3,"K","K","A"
4972,"L","L","L","A","D","A","A","L",4,"L","L","A"
4973,"M","M","M","B","E","A","A","M",1,"M","M","A"
4974,"N","N","N","C","F","A","A","N",2,"N","N","A"
4975,"O","O","O","A","G","A","A","O",3,"O","O","A"
4976,"P","P","P","B","H","A","A","P",4,"P","P","A"
4977,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
4978,"R","R","R","A","J","A","A","R",2,"R","R","A"
4979,"S","S","S","B","K","A","A","S",3,"S","S","A"
4980,"T","T","T","C","L","A","A","T",4,"T","T","A"
4981,"A","A","A","A","A","A","A","A",1,"A","A","A"
4982,"B","B","B","B","B","A","A","B",2,"B","B","A"
4983,"C","C","C","C","C","A","A","C",3,"C","C","A"
4984,"D","D","D","A","D","A","A","D",4,"D","D","A"
4985,"E","E","E","B","E","A","A","E",1,"E","E","A"
4986,"F","F","F","C","F","A","A","F",2,"F","F","A"
4987,"G","G","G","A","G","A","A","G",3,"G","G","A"
4988,"H","H","H","B","H","A","A","H",4,"H","H","A"
4989,"I","I","I","C","I","A","A","I",1,"I","I","A"
4990,"J","J","J","A","J","A","A","J",2,"J","J","A"
4991,"K","K","K","B","K","A","A","K",3,"K","K","A"
4992,"L","L","L","C","L","A","A","L",4,"L","L","A"
4993,"M","M","M","A","A","A","A","M",1,"M","M","A"
4994,"N","N","N","B","B","A","A","N",2,"N","N","A"
4995,"O","O","O","C","C","A","A","O",3,"O","O","A"
4996,"P","P","P","A","D","A","A","P",4,"P","P","A"
4997,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
4998,"R","R","R","C","F","A","A","R",2,"R","R","A"
4999,"S","S","S","A","G","A","A","S",3,"S","S","A"
5000,"T","T","T","B","H","A","A","T",4,"T","T","A"
5001,"A","A","A","C","I","A","A","A",1,"A","A","A"
5002,"B","B","B","A","J","A","A","B",2,"B","B","A"
5003,"C","C","C","B","K","A","A","C",3,"C","C","A"
5004,"D","D","D","C","L","A","A","D",4,"D","D","A"
5005,"E","E","E","A","A","A","A","E",1,"E","E","A"
5006,"F","F","F","B","B","A","A","F",2,"F","F","A"
5007,"G","G","G","C","C","A","A","G",3,"G","G","A"
5008,"H","H","H","A","D","A","A","H",4,"H","H","A"
5009,"I","I","I","B","E","A","A","I",1,"I","I","A"
5010,"J","J","J","C","F","A","A","J",2,"J","J","A"
5011,"K","K","K","A","G","A","A","K",3,"K","K","A"
5012,"L","L","L","B","H","A","A","L",4,"L","L","A"
5013,"M","M","M","C","I","A","A","M",1,"M","M","A"
5014,"N","N","N","A","J","A","A","N",2,"N","N","A"
5015,"O","O","O","B","K","A","A","O",3,"O","O","A"
5016,"P","P","P","C","L","A","A","P",4,"P","P","A"
5017,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
5018,"R","R","R","B","B","A","A","R",2,"R","R","A"
5019,"S","S","S","C","C","A","A","S",3,"S","S","A"
5020,"T","T","T","A","D","A","A","T",4,"T","T","A"
5021,"A","A","A","B","E","A","A","A",1,"A","A","A"
5022,"B","B","B","C","F","A","A","B",2,"B","B","A"
5023,"C","C","C","A","G","A","A","C",3,"C","C","A"
5024,"D","D","D","B","H","A","A","D",4,"D","D","A"
5025,"E","E","E","C","I","A","A","E",1,"E","E","A"
5026,"F","F","F","A","J","A","A","F",2,"F","F","A"
5027,"G","G","G","B","K","A","A","G",3,"G","G","A"
5028,"H","H","H","C","L","A","A","H",4,"H","H","A"
5029,"I","I","I","A","A","A","A","I",1,"I","I","A"
5030,"J","J","J","B","B","A","A","J",2,"J","J","A"
5031,"K","K","K","C","C","A","A","K",3,"K","K","A"
5032,"L","L","L","A","D","A","A","L",4,"L","L","A"
5033,"M","M","M","B","E","A","A","M",1,"M","M","A"
5034,"N","N","N","C","F","A","A","N",2,"N","N","A"
5035,"O","O","O","A","G","A","A","O",3,"O","O","A"
5036,"P","P","P","B","H","A","A","P",4,"P","P","A"
5037,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
5038,"R","R","R","A","J","A","A","R",2,"R","R","A"
5039,"S","S","S","B","K","A","A","S",3,"S","S","A"
5040,"T","T","T","C","L","A","A","T",4,"T","T","A"
5041,"A","A","A","A","A","A","A","A",1,"A","A","A"
5042,"B","B","B","B","B","A","A","B",2,"B","B","A"
5043,"C","C","C","C","C","A","A","C",3,"C","C","A"
5044,"D","D","D","A","D","A","A","D",4,"D","D","A"
5045,"E","E","E","B","E","A","A","E",1,"E","E","A"
5046,"F","F","F","C","F","A","A","F",2,"F","F","A"
5047,"G","G","G","A","G","A","A","G",3,"G","G","A"
5048,"H","H","H","B","H","A","A","H",4,"H","H","A"
5049,"I","I","I","C","I","A","A","I",1,"I","I","A"
5050,"J","J","J","A","J","A","A","J",2,"J","J","A"
5051,"K","K","K","B","K","A","A","K",3,"K","K","A"
5052,"L","L","L","C","L","A","A","L",4,"L","L","A"
5053,"M","M","M","A","A","A","A","M",1,"M","M","A"
5054,"N","N","N","B","B","A","A","N",2,"N","N","A"
5055,"O","O","O","C","C","A","A","O",3,"O","O","A"
5056,"P","P","P","A","D","A","A","P",4,"P","P","A"
5057,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
5058,"R","R","R","C","F","A","A","R",2,"R","R","A"
5059,"S","S","S","A","G","A","A","S",3,"S","S","A"
5060,"T","T","T","B","H","A","A","T",4,"T","T","A"
5061,"A","A","A","C","I","A","A","A",1,"A","A","A"
5062,"B","B","B","A","J","A","A","B",2,"B","B","A"
5063,"C","C","C","B","K","A","A","C",3,"C","C","A"
5064,"D","D","D","C","L","A","A","D",4,"D","D","A"
5065,"E","E","E","A","A","A","A","E",1,"E","E","A"
5066,"F","F","F","B","B","A","A","F",2,"F","F","A"
5067,"G","G","G","C","C","A","A","G",3,"G","G","A"
5068,"H","H","H","A","D","A","A","H",4,"H","H","A"
5069,"I","I","I","B","E","A","A","I",1,"I","I","A"
5070,"J","J","J","C","F","A","A","J",2,"J","J","A"
5071,"K","K","K","A","G","A","A","K",3,"K","K","A"
5072,"L","L","L","B","H","A","A","L",4,"L","L","A"
5073,"M","M","M","C","I","A","A","M",1,"M","M","A"
5074,"N","N","N","A","J","A","A","N",2,"N","N","A"
5075,"O","O","O","B","K","A","A","O",3,"O","O","A"
5076,"P","P","P","C","L","A","A","P",4,"P","P","A"
5077,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
5078,"R","R","R","B","B","A","A","R",2,"R","R","A"
5079,"S","S","S","C","C","A","A","S",3,"S","S","A"
5080,"T","T","T","A","D","A","A","T",4,"T","T","A"
5081,"A","A","A","B","E","A","A","A",1,"A","A","A"
5082,"B","B","B","C","F","A","A","B",2,"B","B","A"
5083,"C","C","C","A","G","A","A","C",3,"C","C","A"
5084,"D","D","D","B","H","A","A","D",4,"D","D","A"
5085,"E","E","E","C","I","A","A","E",1,"E","E","A"
5086,"F","F","F","A","J","A","A","F",2,"F","F","A"
5087,"G","G","G","B","K","A","A","G",3,"G","G","A"
5088,"H","H","H","C","L","A","A","H",4,"H","H","A"
5089,"I","I","I","A","A","A","A","I",1,"I","I","A"
5090,"J","J","J","B","B","A","A","J",2,"J","J","A"
5091,"K","K","K","C","C","A","A","K",3,"K","K","A"
5092,"L","L","L","A","D","A","A","L",4,"L","L","A"
5093,"M","M","M","B","E","A","A","M",1,"M","M","A"
5094,"N","N","N","C","F","A","A","N",2,"N","N","A"
5095,"O","O","O","A","G","A","A","O",3,"O","O","A"
5096,"P","P","P","B","H","A","A","P",4,"P","P","A"
5097,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
5098,"R","R","R","A","J","A","A","R",2,"R","R","A"
5099,"S","S","S","B","K","A","A","S",3,"S","S","A"
5100,"T","T","T","C","L","A","A","T",4,"T","T","A"
5101,"A","A","A","A","A","A","A","A",1,"A","A","A"
5102,"B","B","B","B","B","A","A","B",2,"B","B","A"
5103,"C","C","C","C","C","A","A","C",3,"C","C","A"
5104,"D","D","D","A","D","A","A","D",4,"D","D","A"
5105,"E","E","E","B","E","A","A","E",1,"E","E","A"
5106,"F","F","F","C","F","A","A","F",2,"F","F","A"
5107,"G","G","G","A","G","A","A","G",3,"G","G","A"
5108,"H","H","H","B","H","A","A","H",4,"H","H","A"
5109,"I","I","I","C","I","A","A","I",1,"I","I","A"
5110,"J","J","J","A","J","A","A","J",2,"J","J","A"
5111,"K","K","K","B","K","A","A","K",3,"K","K","A"
5112,"L","L","L","C","L","A","A","L",4,"L","L","A"
5113,"M","M","M","A","A","A","A","M",1,"M","M","A"
5114,"N","N","N","B","B","A","A","N",2,"N","N","A"
